,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,WEEK_BEFORE_DISCOVERY_DATE,avg_max_temp,avg_min_temp,avg_precipitation,avg_sunshine,avg_wind_speed,avg_wind_gusts,primary_wind_direction
3887,1567468,201434979,FS-1508244,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,,2012,2012-07-25,207,1523.0,Human,Equipment and vehicle use,150.0,D,37.88944444,-120.17833333,MISSING/NOT SPECIFIED,CA,109,6109.0,Tuolumne County,2012-07-18,88.25,61.612500000000004,0.001,46138.06,6.9875,22.3875,258.125
3888,1567476,201434987,FS-1506003,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,,2012,2012-08-06,219,1240.0,Natural,Natural,275.0,D,38.385,-119.94777778,USFS,CA,109,6109.0,Tuolumne County,2012-07-30,81.8,50.7375,0.003875,46482.97,8.525,28.35,200.25
3889,1567497,201435008,FS-1509745,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,,2012,2012-08-11,224,1444.0,Human,Recreation and ceremony,1150.0,F,38.3825,-120.16138889,USFS,CA,009,6009.0,Calaveras County,2012-08-04,87.1625,57.8875,0.0035,46082.12625,7.9625,25.4875,240.0
3890,1568158,201435678,FS-1509839,FED,FS-FIRESTAT,FS,USORRSF,Rogue River-Siskiyou National Forest,0610,Rogue River-Siskiyou National Forest,FORT COMPLEX,2012,2012-08-06,219,959.0,Natural,Natural,402.0,E,41.98,-123.17305556,USFS,CA,093,6093.0,Siskiyou County,2012-07-30,88.7125,57.625,0.0,46712.457500000004,5.625,21.5875,279.875
3891,1568162,201435682,FS-1509831,FED,FS-FIRESTAT,FS,USORRSF,Rogue River-Siskiyou National Forest,0610,Rogue River-Siskiyou National Forest,FORT COMPLEX,2012,2012-08-06,219,1330.0,Natural,Natural,970.0,E,41.95972222,-123.23305556,USFS,CA,093,6093.0,Siskiyou County,2012-07-30,84.7375,53.5375,0.0063750000000000005,47506.92375,6.6625,25.6625,241.875
3892,1570657,201500557,W-634495,FED,DOI-WFMI,BIA,USAZFYA,Fort Yuma Agency,AZFYA,Fort Yuma Agency,,2012,2012-04-02,93,1544.0,Human,Arson/incendiarism,143.0,D,32.7483,-114.5875,BIA,CA,,,,2012-03-26,85.9,57.6625,0.0,41638.6225,11.1875,23.025000000000002,272.25
3893,1571236,201501146,W-643361,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,VALLECITO LIGHTNING COMPLEX,2012,2012-08-13,226,1540.0,Natural,Natural,10632.0,G,33.127028,-116.498985,STATE,CA,San Diego,6073.0,San Diego County,2012-08-06,101.0875,76.8625,0.039375,45060.45875,6.1125,22.6625,184.0
3894,1571237,201501147,W-643165,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2012,2012-08-14,227,1256.0,Natural,Natural,2637.0,F,33.57706,-116.88119,PRIVATE,CA,Riverside,6065.0,Riverside County,2012-08-07,95.6,71.975,0.04525,44802.13375,5.475,22.05,244.25
3895,1571240,201501150,W-643327,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2012,2012-08-09,222,1300.0,Natural,Natural,1999.9,F,33.399853,-116.734946,BLM,CA,San Diego,6073.0,San Diego County,2012-08-02,87.8375,64.1375,0.04125,45420.3725,5.875,19.3,223.0
3896,1571241,201501152,W-644019,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,JAWBONE COMPLEX,2012,2012-08-10,223,1301.0,Natural,Natural,12018.0,G,35.3419,-118.2383,BLM,CA,Kern,6029.0,Kern County,2012-08-03,95.6875,67.0875,0.006874999999999999,46254.801250000004,9.225,23.3125,265.75
3897,1571248,201501162,W-642917,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2012,2012-08-20,233,1152.0,Human,Missing data/not specified/undetermined,496.0,E,33.63872,-117.05356,PRIVATE,CA,Riverside,6065.0,Riverside County,2012-08-13,94.65,72.1125,0.0025,44048.13125,6.75,17.2,215.25
3898,1571260,201501176,W-645853,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2012,2012-09-29,273,1812.0,Human,Firearms and explosives use,363.6,E,33.88369,-116.88764,BLM,CA,Riverside,6065.0,Riverside County,2012-09-22,87.175,64.7,0.0,39549.455,7.275,25.4875,220.375
3899,1571301,201501221,W-636697,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2012,2012-05-17,138,1030.0,Human,Missing data/not specified/undetermined,3910.0,F,32.607709,-116.242944,BLM,CA,,,,2012-05-10,90.9625,58.0875,0.0,46168.8725,10.9625,30.525,252.875
3900,1571314,201501235,W-636544,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2012,2012-06-01,153,1451.0,Human,Debris and open burning,142.4,D,33.16742,-115.40386,PRIVATE,CA,Imperial,6025.0,Imperial County,2012-05-25,98.0125,69.5875,0.0,47347.67125,10.4375,18.6875,265.25
3901,1571320,201501242,W-637217,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2012,2012-06-16,168,1320.0,Human,Arson/incendiarism,2176.7,F,33.86483,-116.93431,PRIVATE,CA,Riverside,6065.0,Riverside County,2012-06-09,84.125,59.475,0.0,48508.52375,7.55,22.3625,242.625
3902,1571323,201501245,W-637220,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2012,2012-06-17,169,2115.0,Human,Power generation/transmission/distribution,376.0,E,33.94622,-116.66617,PRIVATE,CA,Riverside,6065.0,Riverside County,2012-06-10,93.8375,67.475,0.0,48547.01875,7.25,25.3125,200.75
3903,1571330,201501252,W-637884,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2012,2012-06-29,181,1246.0,Human,Other causes,160.0,D,33.56808,-116.7355,BLM,CA,Riverside,6065.0,Riverside County,2012-06-22,87.5625,58.7875,0.0,48488.35125,8.2375,29.875,254.25
3904,1571349,201501272,W-651368,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-08-12,225,1600.0,Human,Equipment and vehicle use,7934.0,G,39.01158,-122.44192,BLM,CA,Lake,6033.0,Lake County,2012-08-05,96.625,65.4375,0.0,46416.034999999996,6.3625,20.75,216.25
3905,1571353,201501276,W-643509,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-07-07,189,1354.0,Human,Power generation/transmission/distribution,1135.0,F,37.10583,-118.26453,BLM,CA,Inyo,6027.0,Inyo County,2012-06-30,92.3375,70.625,0.0,49282.69125,6.725,34.5625,122.0
3906,1571354,201501277,W-638788,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-07-08,190,1447.0,Human,Missing data/not specified/undetermined,197.0,D,35.7358,-120.0269,PRIVATE,CA,,,,2012-07-01,95.0625,65.65,0.0,48867.16875,9.5,22.0625,285.375
3907,1571355,201501278,W-651369,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,SITES COMPLEX,2012,2012-07-08,190,1609.0,Human,Arson/incendiarism,4185.0,F,39.35442,-122.39578,BLM,CA,Colusa,6011.0,Colusa County,2012-07-01,98.15,68.7375,0.0,49395.04625,9.35,24.4875,134.375
3908,1571357,201501280,W-638797,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-07-09,191,1500.0,Human,Equipment and vehicle use,2545.0,F,35.8347,-120.2525,PRIVATE,CA,Kings,6031.0,Kings County,2012-07-02,88.6625,58.7875,0.0,48848.10625,9.3625,26.25,252.75
3909,1571364,201501288,W-644318,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-07-16,198,1135.0,Human,Missing data/not specified/undetermined,620.0,E,35.3872,-120.5564,PRIVATE,CA,,,,2012-07-09,79.7,58.4125,0.0,47510.8975,7.3375,18.1875,248.0
3910,1571365,201501289,W-645841,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-07-17,199,1301.0,Human,Equipment and vehicle use,1428.0,F,35.1108,-118.3208,PRIVATE,CA,,,,2012-07-10,91.45,64.85,0.005375,44289.6275,10.0,25.95,229.25
3911,1571366,201501290,W-651371,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-07-28,210,1326.0,Human,Arson/incendiarism,393.0,E,39.12439,-123.12267,BLM,CA,Mendocino,6045.0,Mendocino County,2012-07-21,88.0875,58.7375,0.0,47750.375,7.425,23.7,276.75
3912,1571367,201501291,W-645833,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-07-29,211,1400.0,Human,Missing data/not specified/undetermined,246.0,D,35.5803,-118.2992,PRIVATE,CA,,,,2012-07-22,89.0125,61.4625,0.0025,47547.880000000005,6.925,25.5875,278.375
3913,1571372,201501297,W-644323,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-07-28,210,1356.0,Human,Missing data/not specified/undetermined,350.0,E,34.925,-118.9286,PRIVATE,CA,,,,2012-07-21,90.875,68.75,0.0,47470.305,6.7625,17.5875,42.5
3914,1571376,201501301,W-644325,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-08-04,217,930.0,Natural,Natural,300.0,E,35.4425,-119.078,FWS,CA,,,,2012-07-28,97.7125,71.5375,0.0,46889.38625,4.7375,14.7125,119.375
3915,1571384,201501309,W-642875,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-08-08,221,1406.0,Natural,Natural,12575.0,G,37.9028,-118.8528,BLM,CA,Mono,6051.0,Mono County,2012-08-01,79.4625,51.3625,0.0005,46868.2175,8.125,26.0625,220.375
3916,1571396,201501322,W-651370,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,SIXTEEN COMPLEX,2012,2012-09-04,248,345.0,Human,Arson/incendiarism,17944.0,G,38.94444,-122.3445,BLM,CA,Colusa,6011.0,Colusa County,2012-08-28,92.8,60.65,0.0,43497.3475,5.6375,17.9875,194.625
3917,1571432,201501365,W-638764,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-06-29,181,1058.0,Human,Missing data/not specified/undetermined,320.0,E,34.9142,-119.2067,PRIVATE,CA,,,,2012-06-22,79.05,55.2625,0.0,48858.60875,4.7125,21.3125,142.75
3918,1571433,201501366,W-651372,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-09-07,251,1323.0,Human,Recreation and ceremony,4416.0,F,39.15006,-123.05031,BLM,CA,Lake,6033.0,Lake County,2012-08-31,86.0125,54.95,0.0,43023.92125,5.625,21.2625,187.25
3919,1571434,201501367,W-637438,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-06-11,163,1421.0,Human,Missing data/not specified/undetermined,135.0,D,35.4739,-118.5164,PRIVATE,CA,,,,2012-06-04,76.175,50.225,0.008875,48283.475,9.2625,33.925,294.75
3920,1571443,201501377,W-644258,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2012,2012-06-19,171,1821.0,Human,Fireworks,385.0,E,35.6578,-118.4839,BLM,CA,,,,2012-06-12,95.3125,69.325,0.001,49071.64375,7.2625,25.5875,300.375
3921,1571448,201501382,W-645657,FED,DOI-WFMI,NPS,USCADVP,Death Valley National Park,CADVP,DEATH VALLEY NATIONAL PARK,SOUTH COMPLEX (CA),2012,2012-08-10,223,2045.0,Natural,Natural,453.0,E,36.5244,-117.5506,NPS,CA,,,,2012-08-03,87.5625,65.8875,0.004,46115.0625,8.325,24.475,181.75
3922,1571599,201501535,W-647957,FED,DOI-WFMI,NPS,USCAJTP,Joshua Tree National Monument,CAJTP,JOSHUA TREE NATIONAL PARK,,2012,2012-08-12,225,1420.0,Natural,Natural,300.0,E,33.9822,-116.223503,NPS,CA,,,,2012-08-05,92.8875,71.6125,0.0,45145.2225,8.925,22.6125,195.125
3923,1571606,201501543,W-639829,FED,DOI-WFMI,NPS,USCAKNP,Sequoia & Kings Canyon National Parks,CAKNP,SEQUOIA AND KINGS CANYON NATIONAL PARKS,,2012,2012-07-15,197,928.0,Natural,Natural,325.0,E,36.8753,-118.4733,NPS,CA,,,,2012-07-08,75.4125,55.2125,0.029625000000000002,46214.957500000004,5.35,24.65,204.25
3924,1571625,201501565,W-648436,FED,DOI-WFMI,NPS,USCALNP,Lassen Volcanic National Park,CALNP,LASSEN VOLCANIC NATIONAL PARK,,2012,2012-07-23,205,1730.0,Natural,Natural,28079.0,G,40.49494,-121.45414,NPS,CA,,,,2012-07-16,72.72500000000001,47.5875,0.01325,49125.68625,12.275,35.3375,193.75
3925,1571643,201501587,W-638605,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,NorCal Region,,2012,2012-07-05,187,1347.0,Human,Power generation/transmission/distribution,1204.0,F,40.473717,-122.480664,BLM,CA,Shasta,6089.0,Shasta County,2012-06-28,91.1375,63.7,0.0,49362.39375,8.9875,26.675,180.25
3926,1571644,201501588,W-638627,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,NorCal Region,,2012,2012-07-07,189,1125.0,Human,Firearms and explosives use,100.2,D,40.3975,-122.1397,BLM,CA,Tehama,6103.0,Tehama County,2012-06-30,93.4875,65.875,0.0,49366.807499999995,8.75,25.6875,177.75
3927,1571647,201501591,W-639937,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,NorCal Region,,2012,2012-07-18,200,1545.0,Human,Missing data/not specified/undetermined,1151.0,F,40.7303,-120.2864,PRIVATE,CA,Lassen,6035.0,Lassen County,2012-07-11,84.75,55.225,0.001,49653.37875,12.4125,29.1875,240.0
3928,1571658,201501604,W-641989,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,NorCal Region,,2012,2012-08-12,225,1751.0,Natural,Natural,230.0,D,40.8467,-120.1653,PRIVATE,CA,Lassen,6035.0,Lassen County,2012-08-05,90.6375,61.925,0.0,47071.9025,11.6875,25.4125,237.375
3929,1571659,201501605,W-647960,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,NorCal Region,,2012,2012-08-12,225,1841.0,Natural,Natural,315578.8,G,40.6153,-120.1153,BLM,CA,Lassen,6035.0,Lassen County,2012-08-05,88.5125,59.7375,0.0,47022.095,11.6875,25.4125,237.375
3930,1571662,201501608,W-645806,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,NorCal Region,,2012,2012-08-17,230,1944.0,Natural,Natural,3661.0,F,41.2917,-120.4269,BLM,CA,Modoc,6049.0,Modoc County,2012-08-10,93.05,66.3875,0.0,46563.56875,7.625,19.15,235.125
3931,1571665,201501611,W-645797,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,NorCal Region,,2012,2012-08-18,231,940.0,Natural,Natural,27676.0,G,40.3832,-121.8347,PRIVATE,CA,Tehama,6103.0,Tehama County,2012-08-11,101.5125,70.8375,0.0015,45928.24125,7.15,20.975,162.0
3932,1571670,201501618,W-645807,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,NorCal Region,,2012,2012-09-05,249,1125.0,Human,Equipment and vehicle use,9838.0,G,41.0917,-120.4733,BLM,CA,Lassen,6035.0,Lassen County,2012-08-29,81.55,54.3375,0.0,43412.0475,10.025,24.85,247.0
3933,1571700,201501648,W-639424,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,NorCal Region,,2012,2012-06-28,180,1250.0,Human,Missing data/not specified/undetermined,192.0,D,40.6325,-122.8592,USFS,CA,Siskiyou,6093.0,Siskiyou County,2012-06-21,71.975,43.5875,0.084125,42921.4125,6.3875,28.3875,231.875
3934,1571739,201501687,W-648730,FED,DOI-WFMI,BIA,USCASCA,Southern California Agency,CASCA,Southern California Agency,,2012,2012-09-23,267,1214.0,Human,Arson/incendiarism,2291.0,F,32.61347,-116.37986,BIA,CA,,,,2012-09-16,90.125,67.2125,0.0,40512.51375,6.8875,23.05,252.625
3935,1571794,201501743,W-649615,FED,DOI-WFMI,NPS,USCAYNP,Yosemite National Park,CAYNP,YOSEMITE NATIONAL PARK,,2012,2012-06-16,168,839.0,Natural,Natural,1705.0,F,37.76954,-119.6753,NPS,CA,,,,2012-06-09,67.9375,40.3,0.0035,49632.95375,7.4875,25.875,211.75
3936,1581636,201550337,FWS-2012CASRRGX4N,FED,FWS-FMIS,FWS,USCASRR,Sacramento River National Wildlife Refuge,CASRR,SACRAMENTO RIV NWR,,2012,2012-06-15,167,,Human,Arson/incendiarism,126.0,D,39.94777778,-122.17083333,STATE,CA,,,,2012-06-08,93.1375,64.8125,0.0,49837.96125,12.7,29.3875,311.0
3937,1603634,201625753,SFO-2012CACDFAEU018967,NONFED,ST-NASF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,,2012,2012-08-15,228,1423.0,Human,Missing data/not specified/undetermined,108.0,D,38.786637,-121.020487,MISSING/NOT SPECIFIED,CA,EL DORADO,6017.0,El Dorado County,2012-08-08,101.5125,69.6625,0.0,46071.30375,5.925,18.15,208.875
3938,1606508,201628829,SFO-2012CACDFBDU007376,NONFED,ST-NASF,ST/C&L,USCABDU,San Bernardino Unit,CABDU,CDF - San Bernardino Unit,,2012,2012-07-01,183,1810.0,Human,Smoking,100.0,D,34.406323,-116.951094,MISSING/NOT SPECIFIED,CA,SAN BERNARDINO,6071.0,San Bernardino County,2012-06-24,90.5,56.7375,0.0,48690.08375,9.0375,25.3875,199.0
3939,1606700,201629034,SFO-2012CACDFBEU003771,NONFED,ST-NASF,ST/C&L,USCABEU,San Benito-Monterey Unit,CABEU,CDF - San Benito-Monterey Unit,,2012,2012-08-13,226,1512.0,Human,Missing data/not specified/undetermined,100.0,D,36.570833,-121.77,MISSING/NOT SPECIFIED,CA,MONTEREY,6053.0,Monterey County,2012-08-06,72.5125,55.7375,0.0,45740.85625,7.5875,17.075,271.875
3940,1606787,201629127,SFO-2012CACDFBTU005020,NONFED,ST-NASF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,2012,2012-05-24,145,1847.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,100.0,D,39.775223,-121.911724,MISSING/NOT SPECIFIED,CA,BUTTE,6007.0,Butte County,2012-05-17,88.2625,60.3875,0.0,47399.26,10.125,26.025,253.625
3941,1606839,201629179,SFO-2012CACDFBTU006797,NONFED,ST-NASF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,2012,2012-07-08,190,1518.0,Human,Missing data/not specified/undetermined,100.5,D,39.573464,-121.518766,MISSING/NOT SPECIFIED,CA,BUTTE,6007.0,Butte County,2012-07-01,93.025,63.3125,0.0,49548.77125,7.375,21.1125,158.5
3942,1607367,201635347,SFO-2012CACDFCZU004364,NONFED,ST-NASF,ST/C&L,USCACZU,San Mateo-Santa Cruz Unit,CACZU,San Mateo-Santa Cruz Unit,,2012,2012-05-26,147,1354.0,Human,Debris and open burning,100.0,D,37.141888,-121.985263,MISSING/NOT SPECIFIED,CA,SANTA CRUZ,6087.0,Santa Cruz County,2012-05-19,63.675,47.65,0.002,48233.26,11.0125,29.9125,267.75
3943,1607580,201636269,SFO-2012CACDFFKU007091,NONFED,ST-NASF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,2012,2012-06-12,164,1536.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,418.0,E,36.255348,-120.103598,MISSING/NOT SPECIFIED,CA,FRESNO,6019.0,Fresno County,2012-06-05,88.9125,58.5125,0.0,48717.68125,9.65,23.275000000000002,328.625
3944,1607679,201636370,SFO-2012CACDFFKU010166,NONFED,ST-NASF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,2012,2012-08-11,224,1232.0,Human,Smoking,138.0,D,37.044722,-119.4725,MISSING/NOT SPECIFIED,CA,FRESNO,6019.0,Fresno County,2012-08-04,97.225,66.5625,0.0,46529.17875,6.0625,19.55,298.625
3945,1607737,201636429,SFO-2012CACDFFKU014548,NONFED,ST-NASF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,2012,2012-11-08,313,951.0,Human,Debris and open burning,100.0,D,36.626917,-119.808787,MISSING/NOT SPECIFIED,CA,FRESNO,6019.0,Fresno County,2012-11-01,79.3125,53.5375,0.0,30005.986249999998,6.4875,14.4625,286.25
3946,1613521,201642418,SFO-2012CACDFLMU004047,NONFED,ST-NASF,ST/C&L,USCALMU,Lassen-Modoc Unit,CALMU,Lassen-Modoc Unit,,2012,2012-09-13,257,1305.0,Human,Missing data/not specified/undetermined,230.0,D,40.403611,-120.686111,MISSING/NOT SPECIFIED,CA,LASSEN,6035.0,Lassen County,2012-09-06,83.5125,59.075,0.008375,42586.481250000004,8.55,27.375,193.25
3947,1613523,201642420,SFO-2012CACDFLMU004455,NONFED,ST-NASF,ST/C&L,USCALMU,Lassen-Modoc Unit,CALMU,Lassen-Modoc Unit,,2012,2012-10-11,285,1131.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,100.0,D,40.278746,-121.253469,MISSING/NOT SPECIFIED,CA,PLUMAS,6063.0,Plumas County,2012-10-04,71.425,47.25,0.0025,37652.6025,6.4,24.7625,164.125
3948,1613555,201642453,SFO-2012CACDFLNU001216,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,2012,2012-02-23,54,1232.0,Human,Debris and open burning,200.0,D,38.435148,-122.296923,MISSING/NOT SPECIFIED,CA,NAPA,6055.0,Napa County,2012-02-16,64.9,42.6,0.005875,29720.05125,6.675,20.8,273.5
3949,1613609,201642508,SFO-2012CACDFLNU003935,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,2012,2012-06-09,161,1241.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,260.0,D,38.729167,-122.141944,MISSING/NOT SPECIFIED,CA,YOLO,6113.0,Yolo County,2012-06-02,87.025,57.575,0.010375,46832.84125,11.799999999999999,29.7375,261.75
3950,1613663,201642567,SFO-2012CACDFLNU005495,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,2012,2012-07-21,203,1015.0,Human,Equipment and vehicle use,520.0,E,38.817685,-122.206996,MISSING/NOT SPECIFIED,CA,YOLO,6113.0,Yolo County,2012-07-14,92.4375,61.4375,0.0,47541.90625,9.4875,24.975,206.125
3951,1613721,201642626,SFO-2012CACDFLNU006665,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,2012,2012-08-23,236,1941.0,Human,Arson/incendiarism,115.0,D,38.336186,-122.02472,MISSING/NOT SPECIFIED,CA,SOLANO,6095.0,Solano County,2012-08-16,87.0625,56.9875,0.0,45026.55,10.8,24.025,233.875
3952,1613734,201642640,SFO-2012CACDFLNU007074,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,2012,2012-09-04,248,1621.0,Human,Arson/incendiarism,251.0,D,38.901667,-122.253056,MISSING/NOT SPECIFIED,CA,YOLO,6113.0,Yolo County,2012-08-28,94.2,62.025,0.0,43418.37375,6.675,18.9625,204.625
3953,1613766,201642674,SFO-2012CACDFLNU008431,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,2012,2012-10-18,292,1445.0,Human,Missing data/not specified/undetermined,300.0,E,38.859444,-122.628611,MISSING/NOT SPECIFIED,CA,LAKE,6033.0,Lake County,2012-10-11,80.475,56.05,0.0,34906.36875,6.95,21.7625,213.75
3954,1614088,201645065,SFO-2012CACDFMMU007830,NONFED,ST-NASF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,2012,2012-05-18,139,1424.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,320.0,E,37.350839,-120.962831,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,2012-05-11,91.4125,56.1,0.0,47454.49625,9.6,21.4,290.375
3955,1614151,201645130,SFO-2012CACDFMMU009308,NONFED,ST-NASF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,2012,2012-06-12,164,1243.0,Human,Missing data/not specified/undetermined,1700.0,F,37.497222,-120.175278,MISSING/NOT SPECIFIED,CA,MARIPOSA,6043.0,Mariposa County,2012-06-05,81.6125,53.9625,0.002,49161.97375,11.5375,26.7875,315.875
3956,1614243,201645224,SFO-2012CACDFMMU011115,NONFED,ST-NASF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,2012,2012-07-11,193,1759.0,Human,Missing data/not specified/undetermined,100.0,D,37.18577,-120.488188,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,2012-07-04,100.125,67.1125,0.0,49135.11375,9.7375,18.95,303.625
3957,1615652,201651463,SFO-2012CACDFMVU005400,NONFED,ST-NASF,ST/C&L,USCAMVU,San Diego Unit,CAMVU,CDF - Monte Vista Unit,,2012,2012-05-24,145,1409.0,Human,Missing data/not specified/undetermined,5132.0,G,33.083889,-116.573333,MISSING/NOT SPECIFIED,CA,SAN DIEGO,6073.0,San Diego County,2012-05-17,88.5875,56.575,0.0,46687.19625,8.1875,27.5125,230.375
3958,1615665,201651478,SFO-2012CACDFMVU006470,NONFED,ST-NASF,ST/C&L,USCAMVU,San Diego Unit,CAMVU,CDF - Monte Vista Unit,,2012,2012-06-20,172,1344.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,180.0,D,32.651389,-116.853611,MISSING/NOT SPECIFIED,CA,SAN DIEGO,6073.0,San Diego County,2012-06-13,74.2375,56.825,0.001,47836.85,10.3875,18.5875,276.125
3959,1619377,201655465,SFO-2012CACDFNEU011130,NONFED,ST-NASF,ST/C&L,USCANEU,Nevada-Yuba-Placer Unit,CANEU,Nevada-Yuba-Placer Unit,,2012,2012-05-26,147,1545.0,Human,Debris and open burning,100.0,D,39.242871,-121.59977,MISSING/NOT SPECIFIED,CA,YUBA,6115.0,Yuba County,2012-05-19,86.8875,58.5375,0.0025,48695.42375,9.325,24.825,221.5
3960,1619407,201655496,SFO-2012CACDFNEU012663,NONFED,ST-NASF,ST/C&L,USCANEU,Nevada-Yuba-Placer Unit,CANEU,Nevada-Yuba-Placer Unit,,2012,2012-06-14,166,1323.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,245.0,D,38.838916,-121.349381,MISSING/NOT SPECIFIED,CA,PLACER,6061.0,Placer County,2012-06-07,92.2125,59.4125,0.0,49842.14,8.9,22.05,235.625
