,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,WEEK_BEFORE_DISCOVERY_DATE,max_temp,min_temp,precipitation,wind_speed,wind_gusts,wind_direction
1131,1874005,300323174,2015CAIRS28941492,NONFED,ST-CACDF,ST/C&L,USCANEU,Nevada-Yuba-Placer Unit,CANEU,Nevada-Yuba-Placer Unit,,2015,2015-07-25,206,1437.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,2304.0,F,39.209281,-120.861137,STATE OR PRIVATE,CA,,,,2015-07-18,83.5125,59.175,0.01025,7.612500000000001,24.525,217.875
1132,1874489,300325388,2014CAIRS25659875,NONFED,ST-CACDF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,,2014,2014-07-25,206,1634.0,Human,Equipment and vehicle use,4240.0,F,38.553483,-120.835583,MISSING/NOT SPECIFIED,CA,,,,2014-07-18,88.0,62.675,0.0,7.1375,19.2625,235.0
1133,1875133,300328538,2015CAIRS28040882,NONFED,ST-CACDF,ST/C&L,USCASCU,Santa Clara Unit,CASCU,Santa Clara Unit,,2015,2015-08-19,231,1435.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,2850.0,F,37.6205,-121.5795,STATE OR PRIVATE,CA,,,,2015-08-12,89.8125,60.975,0.0,5.025,16.6375,273.25
1134,1875142,300328587,2015CAIRS29179676,NONFED,ST-CACDF,ST/C&L,USCASHU,Shasta-Trinity Unit,CASHU,Shasta-Trinity Unit,FORK COMPLEX,2015,2015-07-31,212,1234.0,Natural,Natural,3261.0,F,40.6043,-123.08045,STATE OR PRIVATE,CA,,,,2015-07-24,89.15,59.0125,0.0063750000000000005,6.3375,25.1,158.25
1135,1875170,300329140,SFO-2009-CACDFSCU002565,NONFED,ST-CACDF,ST/C&L,USCASCU,Santa Clara Unit,CASCU,Santa Clara Unit,,2009,2009-06-19,170,1606.0,Human,Power generation/transmission/distribution,2163.0,F,37.63316,-121.5025,STATE OR PRIVATE,CA,SAN JOAQUIN,6077.0,San Joaquin County,2009-06-12,81.1,54.425,0.001,10.4875,24.8125,263.75
1136,1875650,300331400,SFO-2008CACDFSCU002548,NONFED,ST-CACDF,ST/C&L,USCASCU,Santa Clara Unit,CASCU,Santa Clara Unit,,2008,2008-05-22,143,517.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,4270.0,F,37.128611,-121.945556,MISSING/NOT SPECIFIED,CA,SANTA CLARA,6085.0,Santa Clara County,2008-05-15,73.4,52.4875,0.0,11.0875,28.65,239.25
1137,1876190,300333550,2015CAIRS28939331,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,2015,2015-09-12,255,1325.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,76067.0,G,38.843988,-122.759707,STATE OR PRIVATE,CA,,,,2015-09-05,89.3875,58.3125,0.0,6.6375,19.099999999999998,231.75
1138,1876553,300335348,2014CAIRS25890061,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,LODGE COMPLEX,2014,2014-07-30,211,1419.0,Natural,Natural,12535.0,G,39.833208,-123.631965,MISSING/NOT SPECIFIED,CA,,,,2014-07-23,82.0,60.2625,0.0,7.5874999999999995,24.775,310.25
1139,1876674,300336101,2015CAIRS27645084,NONFED,ST-CACDF,ST/C&L,USCASBC,Santa Barbara County Fire Department,CASBC,Santa Barbara County Fire Department,,2015,2015-06-20,171,1620.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1800.0,F,34.4496848,-119.76982577,STATE OR PRIVATE,CA,,,,2015-06-13,80.275,64.3625,0.0,13.075,21.6,286.125
1140,1877181,300338871,SFO-2008CACDFBTU007089,NONFED,ST-CACDF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,2008,2008-06-11,163,1214.0,Human,Arson/incendiarism,23344.0,G,39.762464,-121.736696,MISSING/NOT SPECIFIED,CA,BUTTE,6007.0,Butte County,2008-06-04,88.0125,58.3875,0.0,12.0875,32.4625,329.5
1141,1877634,300340902,2015CAIRS28938002,NONFED,ST-CACDF,ST/C&L,USCABEU,San Benito-Monterey Unit,CABEU,CDF - San Benito-Monterey Unit,,2015,2015-09-19,262,1500.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1100.0,F,36.391049,-121.595123,STATE OR PRIVATE,CA,,,,2015-09-12,79.125,56.8125,0.02225,6.775,24.2625,221.125
1142,1877975,300342585,2013CAIRS22699936,NONFED,ST-CACDF,ST/C&L,USCASCU,Santa Clara Unit,CASCU,Santa Clara Unit,,2013,2013-09-08,251,1309.0,Human,Firearms and explosives use,3100.0,F,37.904877,-121.874159,STATE OR PRIVATE,CA,,,,2013-09-01,85.0,59.775,0.0,9.3875,22.4375,258.875
1143,1878435,300344916,2013CAIRS23025642,NONFED,ST-CACDF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,2013,2013-08-16,228,1639.0,Human,Equipment and vehicle use,2264.0,F,39.443241,-121.433033,STATE OR PRIVATE,CA,,,,2013-08-09,91.3375,62.625,0.0,7.1499999999999995,18.0375,154.375
1144,1878602,300346248,SFO-2008CACDFLMU002725,NONFED,ST-CACDF,ST/C&L,USCALMU,Lassen-Modoc Unit,CALMU,Lassen-Modoc Unit,PETERSON COMPLEX,2008,2008-06-22,174,1820.0,Natural,Natural,3000.0,F,40.956983,-121.321236,UNDEFINED FEDERAL,CA,LASSEN,6035.0,Lassen County,2008-06-15,85.6375,55.0375,0.0,11.7875,32.9125,247.5
1145,1880530,400001485,FS-6767378,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,,2016,2016-08-04,217,1400.0,Natural,Natural,2819.0,F,37.79888889,-118.9225,USFS,CA,051,6051.0,Mono County,2016-07-28,81.5,52.7,0.01975,8.2125,26.6375,237.125
1146,1880559,400001514,FS-6743507,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,,2016,2016-06-07,159,0.0,Natural,Natural,2860.0,F,41.62305556,-123.5575,USFS,CA,093,6093.0,Siskiyou County,2016-05-31,76.5875,49.05,0.008,6.2125,26.0625,154.625
1147,1880562,400001517,FS-6743563,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,,2016,2016-08-27,240,2100.0,Human,Arson/incendiarism,33011.0,G,41.85305556,-123.115,USFS,CA,093,6093.0,Siskiyou County,2016-08-20,90.2375,60.6,0.0,5.875,20.2125,277.0
1148,1880578,400001533,FS-6756370,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,,2016,2016-06-30,182,1054.0,Human,Recreation and ceremony,2304.0,F,34.63083333,-119.23027778,USFS,CA,111,6111.0,Ventura County,2016-06-23,86.625,60.5,0.0015,6.875,24.775,178.875
1149,1880587,400001542,FS-6762772,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,,2016,2016-08-18,231,1657.0,Human,Power generation/transmission/distribution,32606.0,G,34.54638889,-119.805,USFS,CA,083,6083.0,Santa Barbara County,2016-08-11,81.7,64.4375,0.0,11.375,19.35,278.0
1150,1880686,400001641,FS-6765275,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2016,2016-10-20,294,2000.0,Human,Missing data/not specified/undetermined,1702.0,F,36.22777778,-118.56333333,USFS,CA,107,6107.0,Tulare County,2016-10-13,63.2875,40.725,0.007375,7.0625,27.875,212.0
1151,1880687,400001642,FS-6765390,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2016,2016-10-29,303,1600.0,Natural,Natural,4357.0,F,35.98666667,-118.55166667,USFS,CA,107,6107.0,Tulare County,2016-10-22,67.5875,46.9375,0.08324999999999999,6.0,26.5,241.875
1152,1880688,400001643,FS-6765413,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2016,2016-10-29,303,2200.0,Natural,Natural,2739.0,F,36.26444444,-118.63555556,USFS,CA,107,6107.0,Tulare County,2016-10-22,60.9375,44.625,0.163,8.1125,35.4125,237.375
1153,1880690,400001645,FS-6764866,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2016,2016-10-04,278,1900.0,Natural,Natural,1825.0,F,36.09361111,-118.57888889,USFS,CA,107,6107.0,Tulare County,2016-09-27,61.825,39.6375,0.004875,7.6125,29.0875,210.875
1154,1882043,400003016,FS-6744126,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,SAN GABRIEL COMPLEX,2016,2016-06-20,172,1423.0,Human,Missing data/not specified/undetermined,4253.0,F,34.15138889,-117.93916667,COUNTY,CA,037,6037.0,Los Angeles County,2016-06-13,87.775,60.175,0.0,8.9375,25.3,224.375
1155,1882047,400003020,FS-6749416,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,SAN GABRIEL COMPLEX,2016,2016-06-20,172,1301.0,Human,Equipment and vehicle use,1146.0,F,34.18833333,-117.86888889,USFS,CA,037,6037.0,Los Angeles County,2016-06-13,88.9,61.0,0.0,8.2875,25.7125,224.5
1156,1882176,400003151,FS-6767385,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,,2016,2016-09-17,261,1345.0,Natural,Natural,5443.0,G,37.77972222,-118.92027778,USFS,CA,051,6051.0,Mono County,2016-09-10,71.3625,48.525,0.005375,9.625,24.9125,161.625
1157,1882194,400003169,FS-6757663,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,,2016,2016-07-22,204,1100.0,Human,Recreation and ceremony,132127.0,G,36.46083333,-121.90055556,STATE,CA,053,6053.0,Monterey County,2016-07-15,63.1375,52.4125,0.0,8.9125,22.575,303.0
1158,1882195,400003170,FS-6711567,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,,2016,2016-06-04,156,1633.0,Human,Debris and open burning,2520.0,F,36.47444444,-121.28666667,PRIVATE,CA,053,6053.0,Monterey County,2016-05-28,91.1,62.1,0.0,7.7875,23.2125,295.25
1159,1882196,400003171,FS-6765561,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,,2016,2016-06-15,167,1731.0,Human,Missing data/not specified/undetermined,7474.0,G,34.53027778,-120.05388889,PRIVATE,CA,083,6083.0,Santa Barbara County,2016-06-08,68.2375,54.025,0.0,8.5625,25.875,278.25
1160,1882197,400003172,FS-6764884,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,SOUP COMPLEX,2016,2016-09-17,261,1504.0,Human,Arson/incendiarism,2588.0,F,41.29222222,-120.28527778,USFS,CA,049,6049.0,Modoc County,2016-09-10,71.875,45.3,0.0,8.675,25.175,214.625
1161,1882226,400003201,FS-6772080,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,,2016,2016-08-07,220,1408.0,Human,Equipment and vehicle use,8110.0,G,34.27666667,-117.27666667,USFS,CA,071,6071.0,San Bernardino County,2016-07-31,90.375,63.0375,0.014374999999999999,8.175,24.1625,217.75
1162,1882251,400003229,FS-6767424,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,,2016,2016-08-16,229,1244.0,Human,Missing data/not specified/undetermined,36274.0,G,34.2625,-117.4625,USFS,CA,071,6071.0,San Bernardino County,2016-08-09,93.9375,65.125,0.0,7.425,23.5625,212.0
1163,1882253,400003232,FS-6764299,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2016,2016-08-16,229,1629.0,Human,Missing data/not specified/undetermined,29192.52,G,35.74555556,-118.59138889,USFS,CA,029,6029.0,Kern County,2016-08-09,86.6125,60.1875,0.0,8.275,29.6625,280.5
1164,1884289,400005311,FS-6754121,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,,2016,2016-10-11,285,1500.0,Human,Missing data/not specified/undetermined,1900.0,F,36.93305556,-119.24972222,USFS,CA,019,6019.0,Fresno County,2016-10-04,80.4625,50.9125,0.0,6.375,19.6,213.625
1165,1886102,400007169,FS-6802237,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,,2017,2017-08-03,215,1000.0,Natural,Natural,2295.0,F,36.24944444,-118.305,USFS,CA,107,6107.0,Tulare County,2017-07-27,78.9,52.8,0.029625000000000002,9.3,34.0,221.25
1166,1886135,400007202,FS-6847722,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,ECLIPSE COMPLEX,2017,2017-08-08,220,900.0,Natural,Natural,6939.0,G,41.95222222,-123.34972222,USFS,CA,093,6093.0,Siskiyou County,2017-08-01,92.6875,65.4625,0.017750000000000002,6.95,23.9,203.625
1167,1886140,400007207,FS-6847721,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,ECLIPSE COMPLEX,2017,2017-08-08,220,1000.0,Natural,Natural,17359.0,G,41.73138889,-123.63861111,USFS,CA,093,6093.0,Siskiyou County,2017-08-01,86.1625,65.4875,0.050124999999999996,7.15,25.1625,245.75
1168,1886142,400007209,FS-6847729,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,ECLIPSE COMPLEX,2017,2017-08-11,223,1100.0,Natural,Natural,45403.0,G,41.78638889,-123.475,USFS,CA,093,6093.0,Siskiyou County,2017-08-04,90.1125,62.575,0.0285,5.8125,24.2,291.125
1169,1886148,400007215,FS-6847720,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,ECLIPSE COMPLEX,2017,2017-07-25,206,700.0,Natural,Natural,6700.0,G,41.70194444,-123.5075,USFS,CA,093,6093.0,Siskiyou County,2017-07-18,90.825,55.4875,0.009375,7.225,25.3625,189.25
1170,1886149,400007216,FS-6847751,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,ECLIPSE COMPLEX,2017,2017-08-11,223,800.0,Natural,Natural,2000.0,F,41.9175,-123.31527778,USFS,CA,093,6093.0,Siskiyou County,2017-08-04,80.7,59.1625,0.044375,7.3125,27.4,336.5
1171,1886269,400007336,FS-6810847,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,ORLEANS COMPLEX,2017,2017-08-10,222,2205.0,Natural,Natural,21301.0,G,41.45166667,-123.38,USFS,CA,093,6093.0,Siskiyou County,2017-08-03,89.8125,60.5375,0.024125,6.5375,26.15,213.625
1172,1886282,400007349,FS-6809353,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,ORLEANS COMPLEX,2017,2017-07-26,207,2023.0,Natural,Natural,1642.0,F,41.54944444,-123.28583333,USFS,CA,093,6093.0,Siskiyou County,2017-07-19,79.225,56.325,0.0515,7.675000000000001,25.4625,202.75
1173,1886310,400007377,FS-6809283,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,RUTH COMPLEX,2017,2017-08-08,220,59.0,Natural,Natural,3137.0,F,40.115,-123.31972222,USFS,CA,105,6105.0,Trinity County,2017-08-01,94.35,62.2125,0.021625,8.674999999999999,25.4875,280.875
1174,1886338,400007405,FS-6839734,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,,2017,2017-07-29,210,810.0,Human,Arson/incendiarism,4310.0,F,39.90555556,-120.97222222,USFS,CA,063,6063.0,Plumas County,2017-07-22,83.85,54.925,0.006,8.2125,26.275,215.75
1175,1886417,400007484,FS-6817453,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,,2017,2017-06-19,170,1705.0,Human,Missing data/not specified/undetermined,1503.0,F,34.27333333,-116.84722222,USFS,CA,071,6071.0,San Bernardino County,2017-06-12,76.8,49.4125,0.0025,6.8625,25.225,227.125
1176,1886443,400007510,FS-6840285,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2017,2017-09-25,268,1100.0,Natural,Natural,19215.0,G,36.27138889,-118.48583333,USFS,CA,107,6107.0,Tulare County,2017-09-18,56.137499999999996,33.7125,0.011375,8.35,32.875,279.875
1177,1886452,400007519,FS-6835703,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2017,2017-09-01,244,1630.0,Natural,Natural,1383.0,F,35.75,-118.4,USFS,CA,029,6029.0,Kern County,2017-08-25,97.6875,74.175,0.0025,7.95,27.6625,206.875
1178,1886467,400007534,FS-6838379,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2017,2017-06-24,175,1815.0,Natural,Natural,16031.0,G,36.08305556,-118.40111111,USFS,CA,107,6107.0,Tulare County,2017-06-17,79.175,51.575,0.005,9.5875,27.3125,195.625
1179,1886532,400007599,FS-6805248,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,,2017,2017-08-07,219,2208.0,Natural,Natural,3532.0,F,40.83888889,-122.97833333,USFS,CA,105,6105.0,Trinity County,2017-07-31,83.3625,53.3125,0.003,7.4750000000000005,35.699999999999996,211.25
1180,1886561,400007628,FS-6840664,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,,2017,2017-09-12,255,2000.0,Natural,Natural,13343.0,G,40.2275,-123.03555556,USFS,CA,105,6105.0,Trinity County,2017-09-05,82.2,59.9,0.05375,7.0875,23.2125,143.5
1181,1886595,400007662,FS-6807045,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,SUMMIT COMPLEX,2017,2017-08-18,230,1957.0,Natural,Natural,4426.0,F,38.37333333,-119.89611111,USFS,CA,003,6003.0,Alpine County,2017-08-11,74.8,45.7125,0.021249999999999998,8.425,28.7125,169.875
1182,1886605,400007672,FS-6827080,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,,2017,2017-09-03,246,2122.0,Natural,Natural,1609.0,F,38.11666667,-119.93333333,USFS,CA,109,6109.0,Tuolumne County,2017-08-27,80.825,58.8375,0.032,9.8,27.5625,181.0
1183,1888302,400009383,FS-6820524,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,,2017,2017-09-01,244,1535.0,Human,Equipment and vehicle use,7000.0,G,34.24305556,-118.26916667,MUNICIPAL/LOCAL,CA,037,6037.0,Los Angeles County,2017-08-25,97.4875,73.5125,0.04325,8.8125,21.375,142.25
1184,1888383,400009466,FS-6843720,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,,2017,2017-12-05,339,544.0,Human,Power generation/transmission/distribution,15619.0,G,34.32222222,-118.34138889,USFS,CA,037,6037.0,Los Angeles County,2017-11-28,67.9125,48.475,0.0,13.6875,34.775,76.75
1185,1888485,400009568,FS-6827955,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,,2017,2017-09-25,268,1502.0,Human,Missing data/not specified/undetermined,2661.0,F,33.87055556,-117.68444444,COUNTY,CA,059,6059.0,Orange County,2017-09-18,78.5875,60.9875,0.012249999999999999,11.3625,23.5875,179.75
1186,1888567,400009652,FS-6847266,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,,2017,2017-12-04,338,2025.0,Human,Missing data/not specified/undetermined,281893.0,G,34.42527778,-119.06027778,PRIVATE,CA,111,6111.0,Ventura County,2017-11-27,67.5,47.95,0.0025,8.475,29.1,105.875
1187,1888643,400009729,FS-6815843,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,,2017,2017-08-30,242,1905.0,Human,Power generation/transmission/distribution,18316.0,G,40.77111111,-123.12416667,BLM,CA,105,6105.0,Trinity County,2017-08-23,99.475,63.5875,0.0,7.975,24.575,238.375
1188,1890605,400011718,FS-6841134,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,SALMON AUGUST COMPLEX,2017,2017-06-26,177,1100.0,Natural,Natural,4500.0,F,41.43333333,-123.15277778,USFS,CA,093,6093.0,Siskiyou County,2017-06-19,85.525,57.7375,0.030000000000000002,7.325,27.025,119.5
1189,1890617,400011730,FS-6841193,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,SALMON AUGUST COMPLEX,2017,2017-08-11,223,1000.0,Natural,Natural,60910.0,G,41.45555556,-123.08972222,USFS,CA,093,6093.0,Siskiyou County,2017-08-04,84.3375,61.9875,0.080625,6.95,28.175,282.5
1190,1890641,400011754,FS-6825318,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,,2017,2017-07-08,189,1545.0,Human,Missing data/not specified/undetermined,18431.0,G,34.56722222,-119.95416667,BOR,CA,083,6083.0,Santa Barbara County,2017-07-01,90.125,65.7625,0.0005,6.6875,28.65,234.625
1191,1890675,400011788,FS-6822438,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,,2017,2017-08-03,215,1341.0,Natural,Natural,7697.0,G,41.46583333,-120.32138889,USFS,CA,049,6049.0,Modoc County,2017-07-27,86.3875,60.95,0.0005,6.6,20.9875,198.375
1192,1890715,400011828,FS-6822115,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,MODOC JULY COMPLEX,2017,2017-07-26,207,1628.0,Natural,Natural,45690.4,G,41.8525,-120.99083333,USFS,CA,049,6049.0,Modoc County,2017-07-19,87.5625,60.85,0.007875,13.2875,25.975,227.125
1193,1890764,400011878,FS-6822185,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,MODOC JULY COMPLEX,2017,2017-07-27,208,1221.0,Natural,Natural,4489.25,F,41.78277778,-121.13638889,USFS,CA,049,6049.0,Modoc County,2017-07-20,87.6375,61.8125,0.033,13.425,26.2,275.75
1194,1890789,400011903,FS-6809967,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,MODOC JULY COMPLEX,2017,2017-07-24,205,1739.0,Natural,Natural,1492.92,F,41.97111111,-120.99972222,PRIVATE,CA,093,6093.0,Siskiyou County,2017-07-17,87.55,57.8375,0.002,12.65,24.975,237.5
1195,1890812,400011926,FS-6810710,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,MODOC JULY COMPLEX,2017,2017-07-25,206,1622.0,Natural,Natural,30886.5,G,41.30666667,-121.05611111,USFS,CA,049,6049.0,Modoc County,2017-07-18,85.0375,56.8125,0.034,10.375,25.0125,190.25
1196,1890849,400011963,FS-6808804,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,ORLEANS COMPLEX,2017,2017-07-25,206,1000.0,Natural,Natural,4238.0,F,41.59666667,-123.49166667,USFS,CA,093,6093.0,Siskiyou County,2017-07-18,91.8625,58.625,0.007375,7.4875,27.6,179.375
1197,1890860,400011974,FS-6810849,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,ECLIPSE COMPLEX,2017,2017-08-07,219,1945.0,Natural,Natural,3142.0,F,41.84027778,-123.68861111,USFS,CA,015,6015.0,Del Norte County,2017-07-31,88.7625,64.3125,0.013250000000000001,7.5125,28.2375,197.875
1198,1890865,400011979,FS-6809276,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,RUTH COMPLEX,2017,2017-08-08,220,33.0,Natural,Natural,1522.0,F,40.18444444,-123.36305556,USFS,CA,105,6105.0,Trinity County,2017-08-01,92.95,65.8,0.027624999999999997,8.425,26.725,277.875
1199,1890965,400012088,FS-6837037,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2017,2017-08-29,241,400.0,Human,Arson/incendiarism,36556.0,G,36.15194444,-118.71388889,USFS,CA,107,6107.0,Tulare County,2017-08-22,92.0375,69.2875,0.0,6.4,25.9375,250.5
1200,1890967,400012090,FS-6835023,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2017,2017-07-30,211,1815.0,Human,Equipment and vehicle use,1350.0,F,35.51694444,-118.63361111,USFS,CA,029,6029.0,Kern County,2017-07-23,89.7,66.55,0.001,7.5,28.05,285.875
1201,1890977,400012100,FS-6820341,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2017,2017-06-18,169,1645.0,Human,Missing data/not specified/undetermined,1533.0,F,35.57916667,-118.56722222,USFS,CA,029,6029.0,Kern County,2017-06-11,81.5875,57.6625,0.0005,8.8625,28.6,303.375
1202,1891017,400012140,FS-6824328,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,,2017,2017-08-29,241,1219.0,Human,Power generation/transmission/distribution,12407.0,G,37.44888889,-119.65,USFS,CA,039,6039.0,Madera County,2017-08-22,87.375,63.6,0.010875,7.85,24.8875,227.5
1203,1891046,400012169,FS-6823426,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,,2017,2017-08-06,218,1732.0,Natural,Natural,1021.0,F,39.78,-120.14277778,PRIVATE,CA,091,6091.0,Sierra County,2017-07-30,91.075,62.2,0.004875,12.1,25.9,210.125
1204,1891213,400012336,FS-6834130,FED,FS-FIRESTAT,FS,USORRSF,Rogue River-Siskiyou National Forest,0610,Rogue River-Siskiyou National Forest,MILLER COMPLEX,2017,2017-08-10,222,830.0,Natural,Natural,32846.0,G,41.96805556,-123.15138889,USFS,CA,093,6093.0,Siskiyou County,2017-08-03,92.65,63.6,0.0325,6.675,26.4625,166.25
1205,1894211,400015493,W-701381,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2016,2016-07-22,204,1412.0,Human,Missing data/not specified/undetermined,41432.0,G,34.4275,-118.4083,PRIVATE,CA,Los Angeles,6037.0,Los Angeles County,2016-07-15,92.45,65.4625,0.0,7.9625,23.7375,198.375
1206,1894229,400015511,W-693434,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2016,2016-07-09,191,1202.0,Human,Equipment and vehicle use,1109.0,F,34.3674,-118.5618,PRIVATE,CA,Los Angeles,6037.0,Los Angeles County,2016-07-02,83.6375,60.65,0.0,8.1125,23.0375,200.5
